사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-01,수인선,1889,숭의,11,2,"2,443",704,"4,538","2,655","10,791","7,130","9,709","10,560","5,592","4,652","5,141","4,084","5,524","3,779","6,075","4,412","5,766","5,259","5,653","4,760","6,104","5,234","6,486","5,888","9,115","7,026","10,176","9,690","4,299","6,578","2,755","4,540","2,292","4,403","1,674","3,845",918,"2,171",17,750,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1890,신포,3,0,"1,033",164,"1,178","1,042","2,450","2,689","2,363","7,379","1,499","3,154","1,727","2,997","2,113","2,735","2,935","3,425","3,073","3,521","3,253","3,310","3,480","3,216","3,913","3,213","4,643","3,534","6,829","4,431","2,940","2,699","2,386","1,675","2,285","1,331","1,492","1,217",819,593,3,255,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,수인선,1891,인천,70,2,421,102,732,"1,046","1,832","2,235","1,931","3,562","1,360","1,779","1,556","2,379","1,512","3,736","1,839","4,495","2,107","4,675","2,295","3,993","2,724","4,342","3,284","3,812","3,249","3,390","2,641","4,010","1,558","2,566","1,216","1,947",946,"1,847",371,"1,406",109,931,6,332,0,0,1,0,0,0,2020-02-03 12:20:06
2020-01,경강선,1501,판교,7,0,554,10,"1,475","4,866","3,815","10,499","2,915","26,899","2,087","21,461","1,925","8,901","2,654","7,610","3,388","5,660","4,031","5,132","4,980","4,824","7,194","4,232","7,626","4,528","11,905","5,501","22,885","5,033","16,880","3,932","14,499","1,739","10,267","1,620","5,632","1,165","1,808",641,0,252,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경강선,1502,이매,7,0,523,18,"1,230",738,"3,374","1,586","3,350","3,000","1,871","1,918","1,618","1,325","1,604",974,"1,886","1,145","1,549","1,462","1,753","1,273","2,257","1,445","1,872","1,461","2,147","1,735","2,330","2,654","1,507","2,302","1,204","1,322","1,142","1,039","1,282",856,346,444,11,97,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경강선,1503,삼동,0,0,961,89,"3,518",821,"9,959","1,824","12,523","2,145","7,223",982,"4,134",898,"2,970","1,284","3,116","1,406","3,116","1,668","2,360","2,187","2,186","2,479","2,209","3,962","2,934","4,947","2,873","7,534","1,343","8,027",912,"4,957",676,"4,597",392,"3,830",126,"1,916",4,29,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경강선,1504,경기광주,0,0,"1,934",283,"10,491","2,014","30,362","4,302","35,383","6,658","19,593","4,379","13,569","4,001","12,094","4,699","11,967","5,655","10,766","6,541","9,098","7,632","8,578","9,823","9,164","12,627","9,745","16,049","9,218","29,055","4,567","27,451","3,185","18,337","2,681","15,123","1,649","10,058",704,"8,207",0,60,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경강선,1505,초월,0,0,"1,096",48,"3,984",860,"10,459","3,044","11,947","4,260","7,499","1,710","5,163","1,700","4,586","1,662","4,333","2,091","3,909","2,592","3,311","2,825","3,351","3,309","3,761","4,590","4,548","5,147","4,992","9,507","2,103","8,645","1,483","7,697","1,093","4,875",545,"5,159",208,"4,273",0,0,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경강선,1506,곤지암,2,0,581,99,"1,814",917,"5,423","4,241","5,136","5,097","4,574","2,167","3,475","2,172","4,276","2,048","3,577","2,689","3,470","2,611","3,128","2,740","3,295","3,277","3,637","3,828","5,607","4,054","6,363","5,228","2,744","5,490","1,620","3,261","1,062","3,585",551,"2,555",278,"2,017",0,0,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경강선,1507,신둔도예촌,0,0,481,72,"1,658",307,"3,955","1,675","3,697","2,910","2,582","1,085","2,448",689,"2,060","1,061","2,021","1,300","1,863","1,263","1,509","1,236","1,593","1,656","1,834","1,834","3,641","2,625","2,714","3,092","1,110","3,403",786,"2,224",599,"2,385",254,"1,833",118,"1,610",0,0,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경강선,1508,이천,9,0,808,32,"2,476",867,"6,835","4,178","7,280","6,623","5,505","4,099","5,363","3,286","5,199","4,270","5,182","4,286","4,968","4,544","4,708","4,463","4,852","5,246","5,113","5,886","5,476","6,610","7,278","7,926","4,025","7,789","3,136","6,328","2,879","3,714","1,471","4,488",485,"2,385",0,826,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경강선,1509,부발,1,0,527,27,"2,031","1,119","4,371","3,795","4,470","4,203","3,686","1,724","3,292","1,536","3,302","1,769","3,581","1,673","2,851","2,127","2,806","2,248","3,191","2,272","3,496","3,088","5,154","3,832","5,830","3,765","2,236","4,865","1,918","3,666","1,447","2,942",925,"3,047",389,"2,251",1,"1,297",0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경강선,1510,세종대왕릉,0,0,168,4,400,63,744,372,"1,058",465,778,342,771,308,648,415,606,484,554,399,559,722,578,604,587,693,620,663,644,613,230,"1,040",157,513,104,497,47,263,18,370,2,112,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,경강선,1511,여주,2,0,"1,127",6,"2,496",411,"5,446","1,713","5,182","2,122","4,151","2,575","4,692","2,295","4,137","2,840","4,171","3,693","4,107","3,357","4,198","3,598","4,495","3,686","4,372","4,968","3,830","4,408","3,191","4,613","2,582","6,410","1,777","4,547","1,217","2,641",609,"2,535",180,"2,695",1,"1,096",0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2511,방화,2,0,"4,959",2,"10,191","3,667","28,032","4,100","26,758","11,746","14,788","7,556","12,048","5,964","11,178","5,886","12,867","7,542","12,024","8,157","10,341","8,908","10,238","10,712","10,735","12,558","11,377","14,124","12,103","20,672","5,853","21,839","4,231","14,179","3,385","12,637","2,490","12,898","1,046","7,999",209,"3,115",5,320,0,3,0,0,2020-02-03 12:20:06
2020-01,5호선,2512,개화산,3,0,"3,676",295,"6,421","4,297","20,186","5,582","19,659","17,835","10,813","6,479","7,924","4,880","7,944","5,558","8,408","6,634","8,430","6,744","7,882","7,150","7,601","7,764","8,427","8,868","11,673","10,142","16,648","15,427","7,223","15,040","4,704","9,483","3,630","9,535","3,550","8,944",975,"5,358",118,"2,373",2,128,0,2,0,0,2020-02-03 12:20:06
2020-01,5호선,2513,김포공항,12,0,562,"2,941","1,866","10,098","5,567","15,097","7,515","18,992","8,641","12,641","7,526","14,031","10,785","16,537","11,389","18,281","13,818","18,646","16,559","18,189","19,139","17,512","18,438","18,145","23,681","17,929","33,054","17,678","21,290","11,525","17,841","5,611","15,842","3,399","14,781","2,187","4,926","1,169",376,600,3,12,0,2,0,0,2020-02-03 12:20:06
2020-01,5호선,2514,송정,86,1,"3,925","1,268","7,902","4,677","21,547","7,106","23,841","12,736","15,575","7,634","12,592","7,177","11,579","7,742","11,454","8,615","11,247","9,242","10,844","10,342","11,081","11,536","12,153","12,734","14,304","15,422","16,803","20,691","9,348","19,274","6,804","12,637","6,593","10,660","5,232","11,004","2,847","7,251",435,"2,404",7,19,0,1,0,0,2020-02-03 12:20:06
2020-01,5호선,2515,마곡,0,0,"1,924","1,515","5,612","5,693","21,454","9,058","21,734","29,707","10,645","15,456","8,420","6,932","7,744","5,605","8,369","6,365","8,708","7,751","8,893","7,463","9,970","8,234","13,125","9,305","19,303","10,718","24,733","16,444","10,786","15,791","7,316","8,660","5,926","7,970","3,959","8,445","2,074","5,238",296,"2,102",4,5,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2516,발산,0,0,"3,467","2,241","9,107","14,694","26,473","27,609","28,441","94,757","16,615","51,414","16,046","26,198","18,909","25,672","23,215","27,122","26,343","27,849","28,050","26,297","34,513","25,085","39,711","27,802","57,536","33,346","78,499","49,347","39,775","40,688","32,303","19,995","32,312","15,919","25,311","14,125","11,211","8,280","1,366","3,134",9,16,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2517,우장산,0,0,"5,581",988,"19,585","4,265","54,917","8,529","59,649","18,635","32,097","15,755","25,003","14,121","25,469","14,733","27,550","17,595","25,786","19,681","22,645","22,234","22,528","25,406","23,224","28,337","24,347","33,526","21,418","52,855","13,030","48,770","9,747","28,657","8,752","25,850","6,724","26,597","2,747","16,290",380,"4,650",2,37,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2518,화곡,152,0,"20,885","1,693","37,958","9,511","113,616","12,780","149,665","27,989","74,777","26,460","47,782","19,881","44,939","21,775","45,393","24,051","43,913","28,922","38,588","31,957","36,018","40,598","36,986","49,785","39,779","65,439","42,395","116,004","25,765","103,017","18,796","63,260","16,740","55,690","13,841","52,251","6,516","33,100",869,"9,743",16,64,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2519,까치산,137,0,"21,281","1,236","39,030","9,040","122,468","10,287","158,260","22,282","81,937","19,832","51,430","19,641","45,523","22,179","47,783","26,733","44,124","30,779","39,009","35,501","35,824","45,109","36,092","55,798","36,452","68,224","37,030","117,658","23,945","111,238","18,462","69,730","15,456","63,371","13,142","57,032","6,381","37,304","1,052","10,646",18,580,0,5,0,0,2020-02-03 12:20:06
2020-01,5호선,2520,신정(은행정),39,0,"10,245",836,"19,897","4,519","60,175","6,681","81,092","12,831","37,914","9,366","21,901","8,245","18,843","7,980","18,586","9,800","18,278","10,608","15,028","12,372","13,642","16,154","14,896","19,613","16,649","24,998","17,895","41,859","10,025","36,743","6,969","23,734","5,737","22,306","5,450","21,395","2,023","14,937",328,"4,178",3,36,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2521,목동,1,0,"7,388","1,495","19,136","6,350","60,038","12,359","78,058","29,391","36,363","23,915","26,187","18,003","25,116","16,509","26,857","19,613","26,356","24,477","24,340","25,779","25,117","28,833","26,383","33,078","29,991","42,968","34,650","80,230","19,545","66,082","15,297","36,679","14,869","32,879","14,746","31,563","6,205","20,112",910,"6,122",10,41,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2522,오목교(목동운동장앞),12,0,"4,751","1,812","14,336","8,598","46,739","23,918","59,883","77,999","30,578","59,455","24,122","36,182","27,263","34,739","30,762","37,740","33,693","42,173","35,292","39,309","39,352","39,331","45,651","44,543","54,295","54,466","81,377","86,063","44,633","61,710","46,121","32,000","35,118","27,418","34,600","26,033","12,066","16,381","1,555","4,620",9,39,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2523,양평,1,0,"2,055",832,"5,837","3,218","20,580","7,931","26,705","37,710","11,039","15,388","7,401","6,274","7,084","5,721","7,754","5,756","8,069","6,277","7,630","6,402","8,093","7,231","8,892","8,170","13,508","10,534","32,202","20,097","10,464","16,200","6,322","9,306","5,227","8,872","4,048","9,002","1,794","5,343",217,"1,751",0,14,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2524,영등포구청,2,0,"1,007",495,"1,937","1,733","6,556","4,266","10,991","20,587","4,967","10,178","3,768","4,897","4,295","4,139","4,770","3,979","5,006","4,600","5,036","4,705","5,845","4,945","6,244","4,901","8,047","5,709","16,379","10,221","7,227","6,456","4,122","3,967","3,842","3,701","2,847","3,343","1,427","2,075",245,579,5,2,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2525,영등포시장,5,0,"2,873",873,"5,069","5,438","17,170","11,973","26,952","36,498","12,344","21,513","10,083","15,890","11,358","15,962","12,355","18,530","13,816","23,293","15,128","20,506","18,520","16,390","24,210","15,339","28,492","17,560","38,081","27,676","18,115","18,546","12,880","10,540","10,553","9,953","8,435","9,257","3,780","6,061",595,"1,438",5,20,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2526,신길,34,0,"1,993",489,"2,927","2,173","10,083","4,352","16,807","15,951","6,722","6,767","3,946","2,820","3,425","2,724","3,858","3,082","4,146","3,934","3,181","3,536","3,780","3,840","4,418","4,694","6,284","7,481","13,166","14,002","4,636","8,934","2,911","6,570","2,893","6,598","2,161","6,692","1,259","4,533",168,"1,101",1,8,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2527,여의도,8,0,"2,233","2,405","4,185","24,688","9,054","125,374","14,314","221,708","11,630","72,970","11,005","27,066","17,063","25,744","16,378","23,489","21,570","26,295","24,845","21,605","31,701","20,445","40,311","21,067","104,358","24,651","177,614","34,846","64,399","18,833","45,208","10,003","44,720","8,171","31,289","7,147","10,606","4,500","1,431","2,563",7,11,0,10,0,0,2020-02-03 12:20:06
2020-01,5호선,2528,여의나루,1,0,956,"1,398","2,490","12,563","4,817","24,174","8,770","58,492","5,125","16,214","4,458","8,497","5,680","7,071","7,313","7,695","7,849","8,647","9,350","8,419","11,075","8,259","15,895","9,174","31,491","9,532","47,116","11,408","16,632","8,153","11,493","5,563","10,560","3,973","6,077","3,275","1,930","2,088",203,719,0,13,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2529,마포,17,0,"2,562","1,106","7,586","6,978","23,628","20,721","38,461","72,286","19,281","35,691","15,335","17,143","16,400","16,012","17,605","15,048","20,023","17,152","19,150","16,171","20,021","16,682","21,746","19,296","31,228","26,816","59,994","46,220","24,692","29,507","19,246","16,826","21,674","14,738","15,890","13,535","7,326","8,804","1,029","2,582",5,16,0,3,0,0,2020-02-03 12:20:06
2020-01,5호선,2530,공덕,8,1,"1,935",812,"4,812","7,032","18,222","25,508","31,047","84,682","14,533","38,709","12,222","16,920","14,507","16,670","16,547","15,468","18,527","16,176","18,087","15,645","18,813","16,309","22,611","18,241","36,542","25,504","68,486","46,962","27,263","26,589","20,318","14,317","21,128","12,774","17,086","11,361","7,792","7,295","1,160","2,068",2,13,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2531,애오개,8,0,"1,885",521,"5,182","3,318","17,689","7,363","28,344","30,483","13,160","13,392","9,242","8,418","9,620","7,100","9,854","7,220","11,063","8,895","10,252","8,841","10,951","9,611","10,367","10,280","14,021","12,820","24,576","23,292","9,226","16,031","6,636","10,038","5,331","9,198","4,304","9,226","1,744","5,512",207,"2,746",2,437,0,5,0,0,2020-02-03 12:20:06
2020-01,5호선,2532,충정로(경기대입구),12,0,987,333,"1,883","1,859","5,067","5,979","7,321","36,362","4,641","16,621","4,106","4,670","4,253","3,875","4,902","3,940","5,300","4,513","5,928","4,414","5,989","4,460","6,345","4,491","10,529","5,746","32,060","9,022","9,112","5,834","5,908","3,727","5,228","3,779","3,517","3,796","1,384","2,386",222,642,2,73,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2533,서대문,10,0,"2,571","1,527","5,907","21,900","16,251","48,406","23,300","151,564","16,534","42,686","15,474","23,633","18,977","19,708","20,542","19,295","21,618","23,442","24,158","19,859","27,979","16,964","35,807","16,755","51,809","19,967","111,028","27,977","34,953","18,070","26,099","11,586","24,053","10,904","16,533","9,844","6,794","5,633",779,"1,733",2,59,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2534,광화문(세종문화회관),9,1,"1,146",703,"3,240","22,903","9,362","79,108","14,883","301,296","13,512","110,564","14,966","59,969","22,322","60,797","30,472","59,006","44,320","65,845","52,589","57,911","69,639","45,665","85,745","40,466","115,082","41,727","235,118","52,079","91,769","28,161","67,412","11,614","73,502","8,159","47,359","6,150","17,439","3,526","2,245","1,077",3,15,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2535,종로3가,12,1,"1,633",503,"2,348","5,333","3,527","13,769","5,019","44,544","6,487","44,401","9,111","32,442","13,533","36,926","21,055","40,743","27,161","40,207","30,781","35,758","37,538","31,382","43,862","29,615","51,584","29,108","67,829","33,999","43,202","19,755","35,985","9,774","38,721","7,115","32,181","6,106","14,702","4,183","1,853","1,468",29,38,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2536,을지로4가,3,0,404,298,687,"5,002","1,307","13,406","2,030","41,367","2,545","19,512","3,546","12,318","5,191","10,972","5,982","10,418","7,799","9,922","9,760","9,695","11,335","7,991","12,634","7,220","20,339","5,852","34,612","5,363","17,092","3,096","9,318","1,680","7,600","1,356","5,122","1,059","2,454",737,370,220,0,5,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2537,동대문역사문화공원,0,0,244,287,612,"2,854","1,108","8,685","1,600","35,522","2,030","10,716","2,266","3,978","3,098","3,534","2,264","3,077","2,491","3,569","3,028","3,361","3,830","2,861","4,357","2,713","10,051","3,323","21,896","3,433","9,112","2,212","4,684","1,618","3,808","1,578","2,855","1,462","1,237","1,091",232,260,1,6,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2538,청구,2,0,"1,380",273,"2,620","1,739","6,014","3,562","11,304","14,709","7,472","8,578","5,625","4,073","6,822","4,017","6,447","4,452","6,459","4,862","6,353","4,942","6,264","5,763","6,490","5,852","8,449","7,315","13,471","10,638","8,431","8,440","5,134","5,129","4,471","4,661","3,437","4,672","1,626","3,388",345,"1,040",2,13,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2539,신금호,11,0,"2,563",347,"6,092","2,388","20,257","5,033","29,818","10,736","15,676","7,991","10,185","6,369","9,482","5,825","10,287","6,759","9,985","7,937","8,538","8,304","8,428","10,337","9,775","11,745","9,823","15,096","10,498","25,154","7,100","19,054","5,146","11,026","4,304","10,645","3,295","10,293","1,512","6,815",258,"2,328",1,22,0,1,0,0,2020-02-03 12:20:06
2020-01,5호선,2540,행당,4,0,"3,977",865,"10,435","2,411","29,820","5,136","46,153","8,466","22,936","7,048","14,113","5,604","12,987","6,570","13,220","8,157","13,052","8,796","11,005","9,500","10,561","11,286","10,087","13,672","10,940","18,160","11,321","31,937","7,000","24,354","5,071","14,358","4,349","13,850","3,585","13,804","1,371","7,822",195,"2,429",4,15,0,2,0,0,2020-02-03 12:20:06
2020-01,5호선,2541,왕십리(성동구청),14,1,"1,800",357,"2,285","2,379","5,389","5,157","9,483","17,684","5,633","9,399","4,848","6,748","5,663","7,519","6,220","8,427","7,025","9,315","7,611","9,257","8,358","9,407","9,271","9,971","10,836","12,113","15,241","19,378","9,362","12,432","8,457","6,396","9,655","5,413","7,816","4,775","3,911","3,338",599,"1,861",13,290,0,7,0,0,2020-02-03 12:20:06
2020-01,5호선,2542,마장,2,0,"2,499",605,"5,067","3,586","14,579","6,291","21,667","15,365","11,877","9,863","9,292","9,347","9,586","9,042","11,279","9,309","10,595","8,969","10,825","8,312","10,396","8,666","10,492","9,423","11,342","12,110","13,681","19,047","8,312","14,354","6,194","8,278","5,845","7,422","4,624","7,258","1,821","4,689",247,"1,541",5,61,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2543,답십리,15,0,"8,303",919,"16,039","6,905","51,154","11,903","79,778","34,734","36,499","17,485","23,136","13,423","20,718","13,759","22,089","15,698","22,525","18,289","20,564","18,757","21,189","20,837","22,705","24,198","27,722","31,944","36,078","55,929","19,368","45,504","12,749","25,698","11,466","24,395","8,139","24,122","3,766","15,871",494,"4,585",4,59,0,4,0,0,2020-02-03 12:20:06
2020-01,5호선,2544,장한평,19,1,"6,169","1,054","15,116","10,669","46,089","19,755","69,605","64,588","35,522","29,635","23,818","20,574","20,771","21,944","23,080","21,898","23,691","26,433","23,328","24,054","26,032","24,215","32,687","27,603","39,459","34,430","64,687","57,390","33,500","47,411","16,726","28,127","13,720","25,655","11,127","23,819","5,212","15,333",687,"4,670",7,108,0,4,0,0,2020-02-03 12:20:06
2020-01,5호선,2545,군자(능동),44,0,"6,544",637,"10,654","6,111","30,319","6,761","50,766","22,107","21,755","15,674","13,691","11,317","12,954","11,338","14,714","13,048","15,710","14,706","14,155","15,710","13,892","17,921","16,216","20,593","19,073","28,570","24,251","49,573","15,376","38,829","11,682","21,319","11,878","19,749","10,785","19,202","5,756","13,031","1,010","5,999",19,"1,299",0,14,0,0,2020-02-03 12:20:06
2020-01,5호선,2546,아차산(어린이대공원후문),5,0,"7,945","1,605","14,382","7,750","39,640","9,377","62,484","21,049","33,013","18,817","21,844","18,360","20,499","16,777","23,651","18,329","25,056","19,707","23,876","19,312","23,407","22,180","24,169","25,939","24,934","31,575","27,088","50,532","16,186","41,944","11,430","24,951","10,528","22,417","7,673","21,400","3,237","13,369",449,"4,085",9,30,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2547,광나루(장신대),14,0,"4,869","1,769","14,803","8,024","37,989","12,167","49,788","29,314","28,033","20,714","20,537","17,379","19,654","14,671","21,299","15,678","22,234","17,454","20,706","16,848","21,292","18,681","22,931","21,847","24,199","25,507","32,844","39,398","16,475","30,476","15,074","20,002","11,985","18,418","10,248","17,303","3,534","11,316",493,"2,844",3,12,0,0,0,0,2020-02-03 12:20:06
2020-01,5호선,2548,천호(풍납토성),46,2,"6,653","1,532","10,127","11,279","26,176","18,264","34,604","35,107","23,035","37,537","22,481","27,701","26,535","30,094","31,013","30,931","32,828","34,372","33,786","35,750","38,474","37,268","41,928","39,891","48,041","46,868","57,673","64,930","41,115","53,207","37,932","28,755","28,789","25,482","24,599","21,982","12,508","14,007","2,124","4,832",21,48,0,1,0,0,2020-02-03 12:20:06
2020-01,5호선,2549,강동,45,0,"11,238","1,121","20,525","11,657","60,239","24,271","79,515","40,206","43,140","25,992","30,795","19,116","29,199","18,311","30,761","19,471","29,694","23,454","27,428","25,281","29,121","27,511","31,706","30,969","43,932","36,948","48,531","54,978","26,790","48,236","17,875","31,024","15,020","28,324","11,126","28,481","4,624","18,812",707,"7,172",4,45,0,0,0,0,2020-02-03 12:20:06
