사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2020-01,6호선,2637,동묘앞,"193,663","200,516","67,774","61,678",2020-02-03 12:20:00
2020-01,6호선,2638,창신,"82,380","63,908","17,900","16,812",2020-02-03 12:20:00
2020-01,6호선,2639,보문,"184,595","167,161","31,658","29,944",2020-02-03 12:20:00
2020-01,6호선,2640,안암(고대병원앞),"285,937","286,863","34,748","33,267",2020-02-03 12:20:00
2020-01,6호선,2641,고려대(종암),"211,145","200,951","34,043","34,312",2020-02-03 12:20:00
2020-01,6호선,2642,월곡(동덕여대),"269,737","260,144","77,285","76,863",2020-02-03 12:20:00
2020-01,6호선,2643,상월곡(한국과학기술연구원),"143,672","125,306","40,534","39,283",2020-02-03 12:20:00
2020-01,6호선,2644,돌곶이,"195,900","180,091","57,189","56,605",2020-02-03 12:20:00
2020-01,6호선,2645,석계,"298,191","303,420","75,822","76,720",2020-02-03 12:20:00
2020-01,6호선,2646,태릉입구,"128,657","148,944","29,982","31,249",2020-02-03 12:20:00
2020-01,6호선,2647,화랑대(서울여대입구),"296,264","221,574","46,673","41,428",2020-02-03 12:20:00
2020-01,6호선,2648,봉화산(서울의료원),"228,196","204,401","51,059","49,671",2020-02-03 12:20:00
2020-01,6호선,2649,신내,5,0,1,0,2020-02-03 12:20:00
2020-01,7호선,2711,장암,"61,148","20,470","7,247","4,698",2020-02-03 12:20:00
2020-01,7호선,2712,도봉산,"216,404","249,975","37,988","55,730",2020-02-03 12:20:00
2020-01,7호선,2713,수락산,"293,466","289,989","84,751","84,985",2020-02-03 12:20:00
2020-01,7호선,2714,마들,"269,582","249,620","78,218","78,310",2020-02-03 12:20:00
2020-01,7호선,2715,노원,"502,706","542,864","118,551","117,555",2020-02-03 12:20:00
2020-01,7호선,2716,중계,"350,396","314,532","91,119","87,997",2020-02-03 12:20:00
2020-01,7호선,2717,하계,"438,527","411,570","104,139","99,558",2020-02-03 12:20:00
2020-01,7호선,2718,공릉(서울과학기술대),"286,930","284,799","67,179","67,481",2020-02-03 12:20:00
2020-01,7호선,2719,태릉입구,"202,433","187,007","41,017","38,378",2020-02-03 12:20:00
2020-01,7호선,2720,먹골,"244,336","234,787","60,501","61,474",2020-02-03 12:20:00
2020-01,7호선,2721,중화,"266,253","256,334","62,891","62,542",2020-02-03 12:20:00
2020-01,7호선,2722,상봉(시외버스터미널),"437,822","417,029","70,900","67,997",2020-02-03 12:20:00
2020-01,7호선,2723,면목,"356,901","339,579","91,611","93,500",2020-02-03 12:20:00
2020-01,7호선,2724,사가정,"367,237","363,846","93,860","92,751",2020-02-03 12:20:00
2020-01,7호선,2725,용마산,"140,698","130,111","34,682","37,667",2020-02-03 12:20:00
2020-01,7호선,2726,중곡,"229,724","209,469","59,454","59,925",2020-02-03 12:20:00
2020-01,7호선,2727,군자(능동),"355,984","270,898","74,951","64,464",2020-02-03 12:20:00
2020-01,7호선,2728,어린이대공원(세종대),"324,353","313,781","37,143","36,841",2020-02-03 12:20:00
2020-01,7호선,2729,건대입구,"377,953","413,193","55,994","51,248",2020-02-03 12:20:00
2020-01,7호선,2730,뚝섬유원지,"177,589","171,066","36,433","36,484",2020-02-03 12:20:00
2020-01,7호선,2731,청담,"480,392","550,461","73,379","71,312",2020-02-03 12:20:00
2020-01,7호선,2732,강남구청,"385,889","435,323","44,303","44,498",2020-02-03 12:20:00
2020-01,7호선,2733,학동,"560,709","612,887","57,580","54,383",2020-02-03 12:20:00
2020-01,7호선,2734,논현,"507,146","563,802","50,199","49,838",2020-02-03 12:20:00
2020-01,7호선,2735,반포,"150,251","145,993","33,404","31,926",2020-02-03 12:20:00
2020-01,7호선,2736,고속터미널,"546,867","422,141","78,993","69,138",2020-02-03 12:20:00
2020-01,7호선,2737,내방,"327,126","338,575","66,021","64,640",2020-02-03 12:20:00
2020-01,7호선,2738,이수,"408,212","403,879","78,542","74,815",2020-02-03 12:20:00
2020-01,7호선,2739,남성,"261,340","238,963","69,990","69,242",2020-02-03 12:20:00
2020-01,7호선,2740,숭실대입구(살피재),"311,844","308,161","59,216","61,211",2020-02-03 12:20:00
2020-01,7호선,2741,상도,"263,546","251,379","56,811","53,579",2020-02-03 12:20:00
2020-01,7호선,2742,장승배기,"235,175","225,896","73,358","73,676",2020-02-03 12:20:00
2020-01,7호선,2743,신대방삼거리,"390,201","367,687","92,372","93,723",2020-02-03 12:20:00
2020-01,7호선,2744,보라매,"222,468","223,515","49,244","49,025",2020-02-03 12:20:00
2020-01,7호선,2745,신풍,"264,330","249,713","65,569","66,057",2020-02-03 12:20:00
2020-01,7호선,2746,대림(구로구청),"265,621","268,054","35,605","34,443",2020-02-03 12:20:00
2020-01,7호선,2747,남구로,"403,060","427,654","58,651","58,934",2020-02-03 12:20:00
2020-01,7호선,2748,가산디지털단지,"1,084,436","1,080,089","73,153","69,045",2020-02-03 12:20:00
2020-01,7호선,2749,철산,"570,447","588,350","98,177","98,074",2020-02-03 12:20:00
2020-01,7호선,2750,광명사거리,"583,893","566,845","151,431","154,454",2020-02-03 12:20:00
2020-01,7호선,2751,천왕,"236,542","210,810","50,121","49,699",2020-02-03 12:20:00
2020-01,7호선,2752,온수(성공회대입구),"247,081","234,700","37,675","36,796",2020-02-03 12:20:00
2020-01,7호선,2753,까치울,"183,504","172,707","24,096","24,221",2020-02-03 12:20:00
2020-01,7호선,2754,부천종합운동장,"116,021","95,670","16,516","16,060",2020-02-03 12:20:00
2020-01,7호선,2755,춘의,"229,441","222,650","30,262","29,179",2020-02-03 12:20:00
2020-01,7호선,2756,신중동,"368,532","367,435","54,921","53,184",2020-02-03 12:20:00
2020-01,7호선,2757,부천시청,"315,757","315,815","51,640","50,029",2020-02-03 12:20:00
2020-01,7호선,2758,상동,"361,631","372,461","50,233","50,069",2020-02-03 12:20:00
2020-01,7호선,2759,삼산체육관,"122,672","109,813","25,695","24,580",2020-02-03 12:20:00
2020-01,7호선,2760,굴포천,"231,356","243,386","35,288","36,326",2020-02-03 12:20:00
2020-01,7호선,2761,부평구청,"309,655","248,756","30,964","28,410",2020-02-03 12:20:00
2020-01,8호선,2811,암사,"446,138","385,823","98,581","97,405",2020-02-03 12:20:00
2020-01,8호선,2812,천호(풍납토성),"431,831","511,674","87,000","82,563",2020-02-03 12:20:00
2020-01,8호선,2813,강동구청,"244,678","251,225","64,880","66,088",2020-02-03 12:20:00
2020-01,8호선,2814,몽촌토성(평화의문),"129,772","139,362","31,166","30,164",2020-02-03 12:20:00
2020-01,8호선,2815,잠실(송파구청),"410,007","477,204","72,625","69,638",2020-02-03 12:20:00
2020-01,8호선,2816,석촌,"182,395","216,366","51,413","54,554",2020-02-03 12:20:00
2020-01,8호선,2817,송파,"216,568","206,418","57,878","56,143",2020-02-03 12:20:00
2020-01,8호선,2818,가락시장,"176,733","207,825","63,638","65,870",2020-02-03 12:20:00
2020-01,8호선,2819,문정,"492,853","511,277","55,097","54,775",2020-02-03 12:20:00
2020-01,8호선,2820,장지,"459,258","436,540","73,210","69,454",2020-02-03 12:20:00
2020-01,8호선,2821,복정,"260,325","216,228","45,044","40,931",2020-02-03 12:20:00
2020-01,8호선,2822,산성,"126,030","120,093","31,791","33,963",2020-02-03 12:20:00
2020-01,8호선,2823,남한산성입구(성남법원.검찰청),"313,290","276,493","75,103","72,696",2020-02-03 12:20:00
2020-01,8호선,2824,단대오거리,"238,883","226,645","67,641","64,517",2020-02-03 12:20:00
2020-01,8호선,2825,신흥,"100,291","109,645","45,261","47,096",2020-02-03 12:20:00
2020-01,8호선,2826,수진,"120,438","108,955","51,012","50,469",2020-02-03 12:20:00
2020-01,8호선,2827,모란,"90,338","71,576","54,490","39,294",2020-02-03 12:20:00
2020-01,9호선,4101,개화,"64,100","44,540","12,226","9,706",2020-02-03 12:20:00
2020-01,9호선,4102,김포공항,"254,587","348,158","20,702","23,474",2020-02-03 12:20:00
2020-01,9호선,4103,공항시장,"62,411","69,660","22,732","24,949",2020-02-03 12:20:00
2020-01,9호선,4104,신방화,"157,476","152,859","42,223","42,257",2020-02-03 12:20:00
2020-01,9호선,4105,마곡나루,"265,222","266,235","22,245","21,813",2020-02-03 12:20:00
2020-01,9호선,4106,양천향교,"209,377","214,661","40,380","40,379",2020-02-03 12:20:00
2020-01,9호선,4107,가양,"474,134","459,955","122,666","119,194",2020-02-03 12:20:00
2020-01,9호선,4108,증미,"155,868","157,809","42,549","43,462",2020-02-03 12:20:00
2020-01,9호선,4109,등촌,"222,601","223,158","77,910","78,684",2020-02-03 12:20:00
2020-01,9호선,4110,염창,"426,975","408,275","66,334","65,246",2020-02-03 12:20:00
2020-01,9호선,4111,신목동,"93,191","82,986","17,972","17,179",2020-02-03 12:20:00
2020-01,9호선,4112,선유도,"175,932","168,570","24,306","23,887",2020-02-03 12:20:00
2020-01,9호선,4113,당산,"471,653","463,677","65,156","59,992",2020-02-03 12:20:00
2020-01,9호선,4114,국회의사당,"390,579","391,552","50,129","43,725",2020-02-03 12:20:00
2020-01,9호선,4115,여의도,"589,544","566,774","42,504","39,385",2020-02-03 12:20:00
2020-01,9호선,4116,샛강,"124,862","132,941","26,870","26,628",2020-02-03 12:20:00
2020-01,9호선,4117,노량진,"777,594","804,022","98,897","100,014",2020-02-03 12:20:00
2020-01,9호선,4118,노들,"102,557","86,445","30,918","28,487",2020-02-03 12:20:00
2020-01,9호선,4119,흑석(중앙대입구),"200,120","210,074","54,915","56,116",2020-02-03 12:20:00
2020-01,9호선,4120,동작(현충원),"45,457","35,753","14,438","12,743",2020-02-03 12:20:00
2020-01,9호선,4121,구반포,"64,929","68,817","22,789","23,213",2020-02-03 12:20:00
2020-01,9호선,4122,신반포,"65,873","65,625","20,458","20,589",2020-02-03 12:20:00
2020-01,9호선,4123,고속터미널,"386,394","558,680","53,528","62,649",2020-02-03 12:20:00
2020-01,9호선,4124,사평,"75,540","73,181","16,398","16,612",2020-02-03 12:20:00
2020-01,9호선,4125,신논현,"957,013","976,720","57,215","54,748",2020-02-03 12:20:00
2020-01,공항철도 1호선,4201,서울역,"387,304","329,025","34,075","30,731",2020-02-03 12:20:00
2020-01,공항철도 1호선,4202,공덕,"66,280","88,953","7,069","8,352",2020-02-03 12:20:00
2020-01,공항철도 1호선,4203,홍대입구,"352,333","348,652","16,893","16,021",2020-02-03 12:20:00
2020-01,공항철도 1호선,4204,디지털미디어시티,"340,483","305,763","23,070","21,457",2020-02-03 12:20:00
2020-01,공항철도 1호선,4206,마곡나루,"174,101","157,284","8,559","8,385",2020-02-03 12:20:00
2020-01,공항철도 1호선,4207,김포공항,"317,364","179,608","20,925","13,527",2020-02-03 12:20:00
2020-01,공항철도 1호선,4208,계양,"257,652","235,528","25,459","23,993",2020-02-03 12:20:00
2020-01,공항철도 1호선,4209,검암,"212,871","203,816","17,570","17,228",2020-02-03 12:20:00
2020-01,공항철도 1호선,4210,청라국제도시,"180,786","168,206","10,811","10,582",2020-02-03 12:20:00
2020-01,공항철도 1호선,4211,운서,"199,691","211,861","22,901","22,574",2020-02-03 12:20:00
2020-01,공항철도 1호선,4212,공항화물청사,"62,251","69,769","8,024","7,666",2020-02-03 12:20:00
2020-01,공항철도 1호선,4213,인천공항1터미널,"456,138","454,726","30,543","28,743",2020-02-03 12:20:00
2020-01,공항철도 1호선,4215,인천공항2터미널,"159,550","136,738","14,511","12,786",2020-02-03 12:20:00
2020-01,공항철도 1호선,4217,영종,"69,710","71,717","16,117","16,685",2020-02-03 12:20:00
2020-01,9호선2~3단계,4126,언주,"242,772","241,782","24,844","24,710",2020-02-03 12:20:00
2020-01,9호선2~3단계,4127,선정릉,"220,930","239,511","24,359","24,996",2020-02-03 12:20:00
2020-01,9호선2~3단계,4128,삼성중앙,"152,349","157,562","22,387","22,380",2020-02-03 12:20:00
2020-01,9호선2~3단계,4129,봉은사,"473,503","476,929","48,403","45,885",2020-02-03 12:20:00
2020-01,9호선2~3단계,4130,종합운동장,"117,829","107,877","17,152","15,506",2020-02-03 12:20:00
2020-01,9호선2~3단계,4131,삼전,"144,443","141,975","32,071","31,322",2020-02-03 12:20:00
2020-01,9호선2~3단계,4132,석촌고분,"122,089","120,441","32,062","32,038",2020-02-03 12:20:00
2020-01,9호선2~3단계,4133,석촌,"182,141","152,869","29,647","25,190",2020-02-03 12:20:00
2020-01,9호선2~3단계,4134,송파나루,"98,588","105,463","23,917","24,523",2020-02-03 12:20:00
2020-01,9호선2~3단계,4135,한성백제,"55,347","49,707","12,386","11,483",2020-02-03 12:20:00
2020-01,9호선2~3단계,4136,올림픽공원(한국체대),"155,407","152,973","16,955","16,964",2020-02-03 12:20:00
2020-01,9호선2~3단계,4137,둔촌오륜,"20,022","19,388","5,577","5,585",2020-02-03 12:20:00
2020-01,9호선2~3단계,4138,중앙보훈병원,"188,221","165,204","66,549","66,996",2020-02-03 12:20:00
2020-01,우이신설선,4701,북한산우이,"46,677","39,796","33,899","34,243",2020-02-03 12:20:00
2020-01,우이신설선,4702,솔밭공원,"42,556","38,852","27,099","27,786",2020-02-03 12:20:00
2020-01,우이신설선,4703,4.19민주묘지,"48,479","45,553","30,790","28,591",2020-02-03 12:20:00
2020-01,우이신설선,4704,가오리,"73,032","68,015","44,403","45,861",2020-02-03 12:20:00
2020-01,우이신설선,4705,화계,"56,261","49,618","40,820","41,717",2020-02-03 12:20:00
2020-01,우이신설선,4706,삼양,"31,860","33,081","26,306","28,911",2020-02-03 12:20:00
2020-01,우이신설선,4707,삼양사거리,"36,339","37,015","34,788","35,563",2020-02-03 12:20:00
2020-01,우이신설선,4708,솔샘,"126,066","111,801","35,499","36,296",2020-02-03 12:20:00
2020-01,우이신설선,4709,북한산보국문,"129,018","115,878","40,938","41,215",2020-02-03 12:20:00
2020-01,우이신설선,4710,정릉,"82,409","73,275","44,699","42,207",2020-02-03 12:20:00
2020-01,우이신설선,4711,성신여대입구(돈암),"70,682","85,598","31,125","29,572",2020-02-03 12:20:00
2020-01,우이신설선,4712,보문,"29,432","29,458","15,323","15,791",2020-02-03 12:20:00
2020-01,우이신설선,4713,신설동,"34,577","36,774","23,139","21,369",2020-02-03 12:20:00
