국적,관광,상용,공용,유학/연수,기타,계,기준년월,대륙,관광객 비율(%),전체비율(%)
오스트레일리아,8791,337,23,22,1832,11005,2015-03,오세아니아,79.9,0.9
뉴질랜드,1543,44,4,2,468,2061,2015-03,오세아니아,74.9,0.2
대양주 기타,298,0,5,6,82,391,2015-03,오세아니아,76.2,0.0
남아프리카공화국,338,34,2,4,324,702,2015-03,아프리카,48.1,0.0
아프리카 기타,1421,469,84,252,463,2689,2015-03,아프리카,52.8,0.1
국적미상,31,3,1,0,23,58,2015-03,기타대륙,53.4,0.0
교포,0,0,0,0,25611,25611,2015-03,교포,0.0,0.0
일본,147108,1774,200,260,5060,154402,2015-04,아시아,95.3,13.2
대만,59129,52,4,58,1509,60752,2015-04,아시아,97.3,5.3
홍콩,66444,52,2,53,914,67465,2015-04,아시아,98.5,6.0
마카오,3371,0,0,1,27,3399,2015-04,아시아,99.2,0.3
태국,38391,54,222,27,5157,43851,2015-04,아시아,87.5,3.4
말레이시아,26343,166,7,26,1788,28330,2015-04,아시아,93.0,2.4
필리핀,19843,352,141,32,24760,45128,2015-04,아시아,44.0,1.8
인도네시아,11736,264,56,36,9000,21092,2015-04,아시아,55.6,1.1
싱가포르,16988,174,2,13,1154,18331,2015-04,아시아,92.7,1.5
미얀마,2089,16,54,9,3679,5847,2015-04,아시아,35.7,0.2
베트남,13759,630,212,223,4113,18937,2015-04,아시아,72.7,1.2
인도,2413,2517,54,52,6941,11977,2015-04,아시아,20.1,0.2
스리랑카,277,62,3,36,1508,1886,2015-04,아시아,14.7,0.0
파키스탄,315,318,18,34,321,1006,2015-04,아시아,31.3,0.0
방글라데시,231,116,75,10,675,1107,2015-04,아시아,20.9,0.0
캄보디아,860,23,108,22,2531,3544,2015-04,아시아,24.3,0.1
몽골,5016,113,221,75,555,5980,2015-04,아시아,83.9,0.5
중국,536428,4922,404,3729,96127,641610,2015-04,아시아,83.6,48.2
이란,186,158,16,12,47,419,2015-04,아시아,44.4,0.0
이스라엘,1334,8,1,1,112,1456,2015-04,아시아,91.6,0.1
